Vervet-AGM gene name	Gene name
CBL	CBL
CBL	CBL
	UGT1A7
	UGT1A7
	AC011443.1
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
PAK4	PAK4
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
UBE2I	UBE2I
PGM2L1	PGM2L1
PGM2L1	PGM2L1
	AC015909.3
	H1-9P
	H1-9P
	BX248310.1
	WASF5P
	AC226119.2
	AC226119.1
	ALG1L7P
	ALG3P1
	SINHCAFP3
WASF1	WASF1
WASF1	WASF1
WASF1	WASF1
WASF1	WASF1
WASF1	WASF1
WASF1	WASF1
WASF1	WASF1
WASF1	WASF1
WASF1	WASF1
WASF1	WASF1
	LINC01447
	LINC01447
	LINC01447
	LINC01447
	IQCN
	IQCN
	IQCN
	IQCN
	IQCN
	IQCN
	IQCN
	IQCN
	IQCN
	AL355816.2
AJAP1	AJAP1
AJAP1	AJAP1
AJAP1	AJAP1
	AL355816.1
	C7orf65
	SNRK-AS1
	SNRK-AS1
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
USP15	USP15
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
DRAM2	DRAM2
MED19	MED19
MED19	MED19
MED19	MED19
MED19	MED19
MED19	MED19
	AC114812.2
	AC097638.1
	UGT1A6
	UGT1A6
	UGT1A6
	UGT1A6
	UGT1A6
	UGT1A6
	UGT1A6
	UGT1A6
	AC104306.1
	HNRNPA1P40
	CYCSP27
	AP001085.1
	AP001085.1
ICE1	ICE1
ICE1	ICE1
ICE1	ICE1
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
ANO10	ANO10
NKX3-1	NKX3-1
NKX3-1	NKX3-1
	AC103563.8
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	BIVM
	AC103563.2
	AC103563.7
MAL	MAL
MAL	MAL
MAL	MAL
MAL	MAL
MAL	MAL
NKX2-6	NKX2-6
	AC012574.2
	AC012574.2
	AC110619.1
	AC110619.1
	AC110619.1
	AC110619.1
	AC012574.1
	AC012119.2
STC1	STC1
STC1	STC1
	AC006254.2
	RASSF1-AS1
	OR6C73P
C9	C9
C9	C9
C9	C9
C9	C9
RASSF1	RASSF1
RASSF1	RASSF1
RASSF1	RASSF1
RASSF1	RASSF1
RASSF1	RASSF1
RASSF1	RASSF1
RASSF1	RASSF1
RASSF1	RASSF1
RASSF1	RASSF1
RASSF1	RASSF1
	OR6C65
	ABCF1
	ABCF1
	ABCF1
	ABCF1
	ABCF1
	ABCF1
	ABCF1
JUND	JUND
JUND	JUND
	Z98886.1
	Z98886.1
	PHC1P1
	AC023202.1
	AL365215.2
OR6C76	OR6C76
	SNRPGP4
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
MCAM	MCAM
	RPL39P38
GEM	GEM
GEM	GEM
GEM	GEM
GEM	GEM
GEM	GEM
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
PODNL1	PODNL1
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
FRMPD2	FRMPD2
	MTCO1P30
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
ABCA5	ABCA5
	MTCO1P31
	MTCO2P30
	AC091978.1
	AC100821.1
	AP001823.1
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
PLEKHD1	PLEKHD1
PLEKHD1	PLEKHD1
	C3orf56
	AC103563.9
	AC112482.3
	AC112482.2
	AC133681.1
PRR20G	PRR20G
	LINC02016
	LINC02016
	LINC02016
	LINC02016
	CDSN
	AC067942.3
	CTBP2P2
	AC067942.2
	AL133445.1
	AC107050.1
	LINC00575
	LINC00575
	LINC00575
	SELENOF
	SELENOF
	SELENOF
	SELENOF
	SELENOF
	SELENOF
	SELENOF
	SELENOF
	SELENOF
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
FAT1	FAT1
	PSORS1C1
	PSORS1C1
	PSORS1C1
	PSORS1C1
	PSORS1C1
	PSORS1C1
	AC067942.4
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
FUZ	FUZ
OR2AP1	OR2AP1
OR2AP1	OR2AP1
	AC090424.1
	OR6C64P
	AC023595.1
	OR6C68
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
DDX3X	DDX3X
	AC061709.3
TMEM132C	TMEM132C
POGLUT2	POGLUT2
POGLUT2	POGLUT2
POGLUT2	POGLUT2
POGLUT2	POGLUT2
OR6C4	OR6C4
OR6C4	OR6C4
OR6C4	OR6C4
	RPL36P2
	AL353653.1
	AL353653.1
IGFBP2	IGFBP2
IGFBP2	IGFBP2
IGFBP2	IGFBP2
IGFBP2	IGFBP2
IGFBP2	IGFBP2
	PSORS1C2
	OR6C70
RIPOR3	RIPOR3
RIPOR3	RIPOR3
RIPOR3	RIPOR3
RIPOR3	RIPOR3
RIPOR3	RIPOR3
RIPOR3	RIPOR3
	AC122685.1
	AC122685.1
	AC122685.1
	AC122685.1
NCCRP1	NCCRP1
OR6C2	OR6C2
OR6C2	OR6C2
OR6C2	OR6C2
	UBDP1
	MAS1LP1
PURA	PURA
PURA	PURA
PURA	PURA
PURA	PURA
	MAS1L
SYCN	SYCN
	RPS17P1
	LINC02829
DCAF15	DCAF15
DCAF15	DCAF15
DCAF15	DCAF15
DCAF15	DCAF15
DCAF15	DCAF15
DCAF15	DCAF15
	IFNL3P1
	LINC01015
	LINC01015
	MTND4P19
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	MALINC1
	AL583836.1
	IFNL3
	IFNL3
	IFNL3
	IFNL3
	CYP2C18
	CYP2C18
	AC233723.1
	AC233723.1
CCDC177	CCDC177
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
CEPT1	CEPT1
	AC007557.4
TYRO3	TYRO3
TYRO3	TYRO3
TYRO3	TYRO3
TYRO3	TYRO3
TYRO3	TYRO3
TYRO3	TYRO3
TYRO3	TYRO3
TYRO3	TYRO3
TYRO3	TYRO3
	AC007563.1
	AC007563.2
	AC007563.2
	AC007557.2
LSM4	LSM4
LSM4	LSM4
LSM4	LSM4
LSM4	LSM4
LSM4	LSM4
LSM4	LSM4
	FABP5P14
MBOAT2	MBOAT2
MBOAT2	MBOAT2
MBOAT2	MBOAT2
MBOAT2	MBOAT2
MBOAT2	MBOAT2
MBOAT2	MBOAT2
MBOAT2	MBOAT2
MBOAT2	MBOAT2
MBOAT2	MBOAT2
MBOAT2	MBOAT2
	AC007557.3
	LINC01921
	IFNL4
	IFNL4
	IFNL4
	IFNL4
	AC007563.3
	AC012085.1
	RPL31P14
TNP1	TNP1
	AL162727.3
CYP2C19	CYP2C19
CYP2C19	CYP2C19
CYP2C19	CYP2C19
	KCNIP1-OT1
	AC008619.1
	GOLGA8UP
	KCNIP1-AS1
	KCNIP1-AS1
	UGT1A8
IGFBP5	IGFBP5
IGFBP5	IGFBP5
IGFBP5	IGFBP5
	TAS2R42
KCNIP1	KCNIP1
KCNIP1	KCNIP1
KCNIP1	KCNIP1
KCNIP1	KCNIP1
KCNIP1	KCNIP1
KCNIP1	KCNIP1
KCNIP1	KCNIP1
KCNIP1	KCNIP1
KCNIP1	KCNIP1
KCNIP1	KCNIP1
	AC244131.3
	AC244131.4
	AC010336.8
	PRB3
	PRB3
	PRB3
	PRB3
	AL356094.2
	AL356094.1
	DUXAP1
	MRPL45P2
	MRPL45P2
	MRPL45P2
	MRPL45P2
DNAH6	DNAH6
DNAH6	DNAH6
DNAH6	DNAH6
DNAH6	DNAH6
DNAH6	DNAH6
	MSRB1P1
	POLR2LP1
	IFNL4P1
	AL391336.1
	AC011731.1
	AC007557.1
	IGHVIII-38-1
	AL157378.1
	IFNL2
	IFNL2
	AL078595.1
	AL078595.3
	AL078595.2
	AC009955.2
	SNRPE
	SNRPE
	SNRPE
	SNRPE
	SNRPE
	SNRPE
	MTCYBP36
	KIR3DL2
	KIR3DL2
	PRB4
	PRB4
	PRB4
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
METTL26	METTL26
	AC010336.6
ELAVL1	ELAVL1
ELAVL1	ELAVL1
ELAVL1	ELAVL1
ELAVL1	ELAVL1
ELAVL1	ELAVL1
	HERC2P10
	AC090517.4
	PRB1
	PRB1
	PRB1
	UGT1A9
	AC090517.1
	AC010999.1
	AC090517.3
IFNL1	IFNL1
	KRT8P29
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	ZNF280D
	HSPE1P6
	CBX1P3
	AC011498.1
	AC011498.1
	AC011498.1
	AC096645.1
	AC087481.1
	AC079953.3
	AC007749.1
DTX3	DTX3
DTX3	DTX3
DTX3	DTX3
DTX3	DTX3
DTX3	DTX3
DTX3	DTX3
DTX3	DTX3
DTX3	DTX3
DTX3	DTX3
	AC007749.2
ABTB2	ABTB2
ABTB2	ABTB2
CABLES1	CABLES1
CABLES1	CABLES1
CABLES1	CABLES1
CABLES1	CABLES1
CABLES1	CABLES1
CABLES1	CABLES1
CABLES1	CABLES1
CABLES1	CABLES1
CABLES1	CABLES1
CABLES1	CABLES1
	AC087762.1
	AC087762.2
	AC087762.2
	AC011445.1
LRFN1	LRFN1
	CYCSP17
	AC010886.1
	AC009502.1
	AC022211.2
	DIRC3-AS1
	DIRC3-AS1
	DIRC3-AS1
	DIRC3-AS1
	DIRC3-AS1
	DIRC3-AS1
STN1	STN1
STN1	STN1
STN1	STN1
STN1	STN1
	AC022211.4
	MANEA-DT
	SUMO2
	SUMO2
	SUMO2
	RPL23P4
	LINC02832
	LINC02832
	LINC02832
	LINC02832
	DIRC3
	DIRC3
	DIRC3
	DIRC3
	DIRC3
	DIRC3
	DIRC3
	DIRC3
IGIP	IGIP
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
GMFG	GMFG
	UGT1A4
	UGT1A4
	SLC5A8
MANEA	MANEA
MANEA	MANEA
MANEA	MANEA
	ZNF84-DT
	ZNF84-DT
	SRGAP3-AS2
	SRGAP3-AS2
	SRGAP3-AS2
	SRGAP3-AS2
	SRGAP3-AS2
	AC006942.1
ZNF26	ZNF26
ZNF26	ZNF26
ZNF26	ZNF26
ZNF26	ZNF26
ZNF26	ZNF26
ZNF26	ZNF26
ZNF26	ZNF26
	AC005495.1
	AL139174.1
	AL133445.3
	SRGAP3-AS4
	AC010133.1
	LINC00303
	LINC00303
	LINC00303
	LINC00303
	AL133445.2
SUSD6	SUSD6
SUSD6	SUSD6
SUSD6	SUSD6
THUMPD3	THUMPD3
THUMPD3	THUMPD3
THUMPD3	THUMPD3
THUMPD3	THUMPD3
THUMPD3	THUMPD3
THUMPD3	THUMPD3
THUMPD3	THUMPD3
THUMPD3	THUMPD3
THUMPD3	THUMPD3
THUMPD3	THUMPD3
	AC074325.1
	AC108865.1
	AC011379.2
	AC011379.2
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
ILF3	ILF3
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	ABCA10
	LINC01803
	PRR20D
	AL133355.1
	JPT1
	JPT1
	JPT1
	JPT1
	JPT1
	JPT1
	JPT1
	JPT1
	JPT1
	JPT1
	JPT1
	JPT1
	AC015712.3
	AC008946.1
	AC008281.1
	AC015921.1
	IGHV4-39
	AL607077.1
BTF3L4	BTF3L4
BTF3L4	BTF3L4
BTF3L4	BTF3L4
BTF3L4	BTF3L4
BTF3L4	BTF3L4
BTF3L4	BTF3L4
BTF3L4	BTF3L4
BTF3L4	BTF3L4
	LDHAP7
	AC009310.1
	IGHV7-40
RAP1GAP2	RAP1GAP2
RAP1GAP2	RAP1GAP2
RAP1GAP2	RAP1GAP2
RAP1GAP2	RAP1GAP2
RAP1GAP2	RAP1GAP2
RAP1GAP2	RAP1GAP2
RAP1GAP2	RAP1GAP2
RAP1GAP2	RAP1GAP2
RAP1GAP2	RAP1GAP2
	AL162727.1
	AC244452.2
	PKD1L1
	PKD1L1
	PKD1L1
	PKD1L1
	PKD1L1
	IGHVII-40-1
	PTP4A1P2
	AL034348.1
	AL034348.1
	AL034348.1
	AL157702.2
	PRR20E
	AL157702.1
	KRT18P50
	AL162393.1
	AC073413.1
SCD5	SCD5
SCD5	SCD5
	RPS4XP10
WDYHV1	WDYHV1
WDYHV1	WDYHV1
WDYHV1	WDYHV1
WDYHV1	WDYHV1
WDYHV1	WDYHV1
WDYHV1	WDYHV1
WDYHV1	WDYHV1
WDYHV1	WDYHV1
WDYHV1	WDYHV1
WDYHV1	WDYHV1
	CCT8L1P
	LINC01003
	POLD3
	POLD3
	POLD3
	POLD3
	POLD3
	POLD3
	POLD3
	POLD3
	POLD3
	POLD3
	AC093083.1
	AC019211.1
	IGHV3-41
	AC104843.2
	HOMER2P1
	IGHV3-42
	AC067956.1
	AC067956.1
	AC067956.1
	AC067956.1
KCNMB1	KCNMB1
KCNMB1	KCNMB1
DNAI1	DNAI1
DNAI1	DNAI1
DNAI1	DNAI1
DNAI1	DNAI1
DNAI1	DNAI1
DNAI1	DNAI1
DNAI1	DNAI1
DNAI1	DNAI1
DNAI1	DNAI1
ITPRIPL1	ITPRIPL1
ITPRIPL1	ITPRIPL1
ITPRIPL1	ITPRIPL1
ITPRIPL1	ITPRIPL1
ITPRIPL1	ITPRIPL1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	CCL25
	CCL25
	CCL25
	CCL25
	AC093155.1
	AL121989.1
	AC073413.2
HS2ST1	HS2ST1
HS2ST1	HS2ST1
HS2ST1	HS2ST1
	PRR20FP
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
TCTN1	TCTN1
EIF2AK2	EIF2AK2
EIF2AK2	EIF2AK2
EIF2AK2	EIF2AK2
EIF2AK2	EIF2AK2
EIF2AK2	EIF2AK2
EIF2AK2	EIF2AK2
EIF2AK2	EIF2AK2
EIF2AK2	EIF2AK2
	ZNF136
	ZNF136
	ZNF136
	ZNF136
	ZNF136
	ZNF136
	ZNF136
SLCO2A1	SLCO2A1
SLCO2A1	SLCO2A1
SLCO2A1	SLCO2A1
SLCO2A1	SLCO2A1
SLCO2A1	SLCO2A1
SLCO2A1	SLCO2A1
SLCO2A1	SLCO2A1
SLCO2A1	SLCO2A1
	AC090907.1
	AC015712.2
	AC015712.2
	AC015712.2
	AC015712.2
	AC015712.2
	AC015712.6
	AC015712.6
	AC093155.2
	AC090907.3
	LINC01140
	LINC01140
	LINC01140
	LINC01140
	LINC01140
	LINC01140
	LINC01140
	LINC01140
	LINC01140
	LINC01140
	LINC01140
PFDN1	PFDN1
PFDN1	PFDN1
PFDN1	PFDN1
PFDN1	PFDN1
PFDN1	PFDN1
PFDN1	PFDN1
PFDN1	PFDN1
	AC015712.7
	AC006364.1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
LRRK1	LRRK1
WNT16	WNT16
WNT16	WNT16
	AC012618.1
HEATR1	HEATR1
HEATR1	HEATR1
HEATR1	HEATR1
HEATR1	HEATR1
HEATR1	HEATR1
ZNF44	ZNF44
ZNF44	ZNF44
ZNF44	ZNF44
ZNF44	ZNF44
ZNF44	ZNF44
ZNF44	ZNF44
ZNF44	ZNF44
ZNF44	ZNF44
	LINC00525
	C7orf69
	C7orf69
SNRK	SNRK
SNRK	SNRK
SNRK	SNRK
SNRK	SNRK
SNRK	SNRK
SNRK	SNRK
SNRK	SNRK
SNRK	SNRK
FOXRED2	FOXRED2
FOXRED2	FOXRED2
FOXRED2	FOXRED2
FOXRED2	FOXRED2
FOXRED2	FOXRED2
	AC093155.3
	AC104843.1
XRCC2	XRCC2
XRCC2	XRCC2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
NFKB2	NFKB2
	AC011379.1
CYSTM1	CYSTM1
CYSTM1	CYSTM1
CYSTM1	CYSTM1
CYSTM1	CYSTM1
CYSTM1	CYSTM1
	AC012085.2
	AC012085.2
	CRADD
	CRADD
	CRADD
	CRADD
	CRADD
	CRADD
	CRADD
	CRADD
	CRADD
	CRADD
	CRADD
	CRADD
	IGHV3-43
	AC012618.2
	MTCO2P3
	AC012618.3
	AC012618.3
	AC012618.3
	AC012618.3
	AC012618.3
	AC114812.3
	IGHVIII-44
	UGT1A3
	IGHVIV-44-1
	SEPTIN2P1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	THUMPD3-AS1
	IGHVII-44-2
	UGT1A1
	UGT1A1
	IGHV1-45
PGPEP1	PGPEP1
PGPEP1	PGPEP1
PGPEP1	PGPEP1
PGPEP1	PGPEP1
PGPEP1	PGPEP1
PGPEP1	PGPEP1
PGPEP1	PGPEP1
PGPEP1	PGPEP1
PGPEP1	PGPEP1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	VARS1
	AL512844.2
	AL512844.1
	SLC25A5P4
	AC011445.2
FAM219A	FAM219A
FAM219A	FAM219A
FAM219A	FAM219A
FAM219A	FAM219A
FAM219A	FAM219A
FAM219A	FAM219A
FAM219A	FAM219A
FAM219A	FAM219A
FAM219A	FAM219A
FAM219A	FAM219A
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
RNF146	RNF146
	IGHV1-46
	UGT1A13P
	IGHVII-46-1
	AC114812.1
	AC114812.1
	AC114812.1
	AC114812.1
	IGHV3-47
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
	AL355306.2
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
ABHD5	ABHD5
	UGT1A5
	AC026191.1
	AC026191.1
	AC026191.1
	AC026191.1
	AC026191.1
	LINC01677
	LINC01677
	LINC01677
	LINC01677
	LINC01677
	LINC01677
	LINC01677
	AC037193.1
	UFL1-AS1
	UFL1-AS1
	UFL1-AS1
	UFL1-AS1
	AL031714.1
	AL031714.1
	AL355306.1
	AC120498.9
	AC084364.2
UFL1	UFL1
UFL1	UFL1
	IGHVIII-47-1
	LINC02000
MIOS	MIOS
MIOS	MIOS
MIOS	MIOS
MIOS	MIOS
MIOS	MIOS
MIOS	MIOS
MIOS	MIOS
MIOS	MIOS
MIOS	MIOS
	IGHV3-48
	RPL31P53
	AC084364.3
GDF15	GDF15
GDF15	GDF15
GDF15	GDF15
GDF15	GDF15
GDF15	GDF15
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
SAMD4B	SAMD4B
	AC087385.1
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	CDHR3
	RPS5P3
	AC084364.4
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
	LINC02401
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
TMEM241	TMEM241
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
